txop_num,duration,termination_time,From,To,Ended Properly
760,2675,1603664872,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
761,631,1603668301,dc:45:46:79:db:af,1c:28:af:1f:0d:94,no
762,468,1603668813,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
763,338,1603669339,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
764,150,1603669813,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
765,61,1603672251,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
766,672,1603673107,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
767,463,1603676668,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
768,60,1603706939,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
769,3453,1603730482,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
770,1992,1603732518,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,no
771,61,1603732579,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
772,128,1603756589,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
773,128,1603765902,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
774,60,1603771249,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
775,61,1603797120,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
776,9484,1603812383,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
777,2771,1603815199,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
778,1036,1603816280,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
779,7105,1603823430,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,no
780,60,1603823490,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
781,128,1603839081,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
782,61,1603849372,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
783,697,1603857884,dc:45:46:79:db:af,1c:28:af:1f:0d:94,no
784,129,1603858013,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
785,128,1603858270,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
786,60,1603868305,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
787,128,1603871629,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
788,61,1603877560,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
789,1048,1603878787,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
790,6551,1603885382,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
791,4305,1603889731,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
792,408,1603895167,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
793,261,1603896783,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
794,4831,1603901658,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,no
795,60,1603901718,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
796,3083,1603909894,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
797,2057,1603921103,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
798,2407,1603923555,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
799,238,1603923838,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
800,3665,1603927547,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,no
801,60,1603927607,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
802,1017,1603933651,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
803,3000,1603936695,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
804,2239,1603938979,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,no
805,128,1603952132,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
806,60,1603972651,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
807,60,1603998292,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
808,19113,1604018287,1c:28:af:1f:0d:91,ba:6d:f7:23:94:aa,no
809,60,1604048220,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
810,128,1604060070,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
811,61,1604081861,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
812,60,1604134160,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
813,60,1604160125,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
814,61,1604179091,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
815,44,1604205499,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,yes
816,128,1604348802,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
817,129,1604352537,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
818,129,1604355219,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
819,128,1604358147,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
820,128,1604400197,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
821,128,1604441356,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
822,128,1604483332,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
823,4687,1604496387,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
824,1701,1604501375,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
825,4421,1604505840,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
826,4653,1604514296,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
827,3225,1604517803,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
828,2006,1604521640,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
829,1541,1604523226,1c:28:af:1f:0d:94,98:bd:80:4d:67:be,no
830,128,1604524708,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
831,732,1604558370,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
832,5385,1604565739,1c:28:af:1f:0d:94,98:bd:80:4d:67:be,no
833,128,1604567539,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
834,3146,1604683782,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
835,1064,1604697697,1c:28:af:1f:0d:91,ba:6d:f7:23:94:aa,no
836,3949,1604705913,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
837,1130,1604720070,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
838,3090,1604726346,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
839,3298,1604729688,1c:28:af:1f:0d:91,ba:6d:f7:23:94:aa,no
840,18963,1604749008,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
841,288,1604790856,dc:45:46:79:db:af,1c:28:af:1f:0d:94,no
842,136,1604791037,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
843,39822,1604831373,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
844,319,1604837002,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
845,3764,1604840810,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
846,128,1604840982,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
847,25692,1604870233,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
848,44,1604892612,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,yes
849,2253,1604895025,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
850,6258,1604901328,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,no
851,61,1604901389,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
852,128,1604915937,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
853,128,1604917593,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
854,128,1604917919,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
855,129,1604930278,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
856,965,1604936310,1c:28:af:1f:0d:94,a6:70:72:f8:56:5e,no
857,1248,1604937830,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
858,385,1604938259,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
859,344,1604938648,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
860,336,1604939028,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
861,1332,1604940404,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
862,4211,1604944659,1c:28:af:1f:0d:91,ba:6d:f7:23:94:aa,no
863,128,1604958643,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
864,128,1604959095,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
865,136,1604960389,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
866,128,1604974897,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
867,128,1604975523,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
868,129,1604977342,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
869,128,1604977598,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
870,136,1604978090,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
871,1606,1604986430,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
872,1330,1604987805,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
873,12600,1605000450,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
874,60,1605016855,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
875,499,1605026889,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
876,128,1605027061,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
877,5285,1605041407,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
878,1621,1605043073,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
879,3680,1605049206,dc:45:46:79:db:af,1c:28:af:1f:0d:94,no
880,1314,1605050564,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
881,128,1605050737,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
882,12814,1605073228,dc:45:46:79:db:af,1c:28:af:1f:0d:94,no
883,128,1605073401,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
884,4258,1605082629,1c:28:af:1f:0d:94,a6:70:72:f8:56:5e,no
885,1589,1605085926,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
886,558,1605086529,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
887,1007,1605091963,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
888,9172,1605101179,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
889,3055,1605108887,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,no
890,60,1605108947,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
891,3292,1605129979,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
892,496,1605131515,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
893,128,1605131687,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
894,128,1605132051,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
895,140,1605132380,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
896,137,1605137257,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
897,4223,1605143049,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
898,1022,1605148647,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
899,3718,1605152410,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
900,128,1605152582,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
901,141,1605152944,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
902,4538,1605178253,1c:28:af:1f:0d:94,ec:4c:8c:39:47:f2,no
903,5151,1605187778,1c:28:af:1f:0d:94,a6:70:72:f8:56:5e,no
904,4079,1605192190,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
905,14339,1605212730,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
906,60,1605221381,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
907,4096,1605229135,1c:28:af:1f:0d:94,a6:70:72:f8:56:5e,no
908,1248,1605232059,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
909,6661,1605238764,1c:28:af:1f:0d:94,a6:70:72:f8:56:5e,no
910,368,1605240914,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
911,6629,1605247588,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,no
912,61,1605247649,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
913,128,1605260688,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
914,128,1605275831,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
915,136,1605276183,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
916,1659,1605278255,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
917,2031,1605280330,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,no
918,2039,1605287232,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
919,2035,1605289312,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
920,3311,1605292667,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
921,7415,1605300126,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
922,128,1605301667,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
923,61,1605304744,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
924,5148,1605310549,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,no
925,136,1605310729,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
926,128,1605311867,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
927,128,1605312357,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
928,128,1605313802,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
929,128,1605314183,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
930,60,1605330623,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
931,559,1605350320,1c:28:af:1f:0d:94,ec:4c:8c:39:47:f2,no
932,766,1605351422,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
933,128,1605352507,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
934,128,1605354260,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
935,128,1605354570,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
936,128,1605354879,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
937,10374,1605366132,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,no
938,60,1605366192,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
939,129,1605370826,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
940,60,1605392089,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
941,18668,1605431721,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
942,4264,1605436030,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
943,776,1605440972,dc:45:46:79:db:af,1c:28:af:1f:0d:94,no
944,2123,1605443139,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
945,128,1605444150,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
946,129,1605445975,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
947,624,1605471221,1c:28:af:1f:0d:94,ec:4c:8c:39:47:f2,no
948,341,1605473022,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,no
949,2516,1605475583,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,no
950,5781,1605481408,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
951,990,1605482691,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
952,2799,1605485534,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
953,129,1605486497,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
954,2707,1605491375,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
955,128,1605491547,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
956,61,1605499388,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
957,5896,1605573684,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
958,354,1605575943,dc:45:46:79:db:af,1c:28:af:1f:0d:94,no
959,128,1605576115,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
960,225,1605576579,dc:45:46:79:db:af,1c:28:af:1f:0d:94,no
961,137,1605576759,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
962,60,1605612778,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
963,1216,1605630561,1c:28:af:1f:0d:94,ec:4c:8c:39:47:f2,no
964,60,1605638643,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
965,4104,1605652306,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
966,2820,1605664073,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
967,1382,1605665455,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
968,128,1605665627,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
969,136,1605666007,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
970,9313,1605675471,dc:45:46:79:db:af,1c:28:af:1f:0d:94,no
971,2154,1605677670,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
972,635,1605678350,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
973,2678,1605685910,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
974,1415,1605689107,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
975,1157,1605690308,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
976,301,1605695638,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
977,129,1605695810,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
978,60,1605698818,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
979,2422,1605701568,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
980,3955,1605705568,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
981,128,1605706985,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
982,128,1605708350,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
983,61,1605710300,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,yes
984,128,1605710781,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
985,61,1605721699,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,yes
986,60,1605724686,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
987,9476,1605735292,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
988,128,1605736833,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
989,45,1605737350,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,yes
990,61,1605751057,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
991,128,1605751867,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
992,128,1605761008,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
993,61,1605776939,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
994,60,1605785365,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,yes
995,2200,1605795146,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,no
996,128,1605801597,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:94,yes
997,61,1605803310,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
998,3758,1605814551,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
999,61,1605829190,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1000,4086,1605835104,1c:28:af:1f:0d:94,dc:45:46:79:db:af,yes
1001,264,1605837226,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
1002,4317,1605841543,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
1003,10072,1605868654,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
1004,61,1605871958,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1005,2034,1605874199,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,no
1006,61,1605874260,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,yes
1007,129,1605883657,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
1008,61,1605897827,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1009,61,1605909601,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1010,60,1605925616,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1011,128,1605928261,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
1012,61,1605929968,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,yes
1013,44,1605945376,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,yes
1014,10502,1605956033,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,no
1015,61,1605956094,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,yes
1016,128,1605969250,dc:45:46:79:db:af,1c:28:af:1f:0d:94,yes
1017,61,1605971167,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1018,61,1605997039,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1019,1837,1606015233,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1020,7812,1606023090,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,no
1021,61,1606023151,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1022,61,1606027565,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1023,61,1606046379,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1024,61,1606072253,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1025,3434,1606085243,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1026,20061,1606105348,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1027,4451,1606109843,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
1028,61,1606118096,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1029,128,1606118401,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1030,3896,1606127220,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1031,2530,1606129794,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
1032,3460,1606139595,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
1033,2145,1606143900,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,no
1034,60,1606143960,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1035,7297,1606165016,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
1036,1047,1606168025,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1037,696,1606168766,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1038,1382,1606170192,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,no
1039,60,1606170252,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1040,1067,1606171489,1c:28:af:1f:0d:94,98:bd:80:4d:67:be,no
1041,256,1606172104,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1042,1970,1606174119,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1043,758,1606174922,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1044,128,1606175094,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1045,60,1606196212,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1046,1557,1606216623,1c:28:af:1f:0d:94,a6:70:72:f8:56:5e,no
1047,1509,1606219320,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1048,2469,1606221833,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1049,763,1606222640,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1050,1132,1606223817,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1051,4573,1606228434,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,no
1052,60,1606228494,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1053,789,1606234558,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1054,1676,1606236278,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1055,2378,1606238700,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,no
1056,60,1606238760,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,yes
1057,128,1606240120,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1058,137,1606241652,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1059,2758,1606258915,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1060,6921,1606265881,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1061,5835,1606271760,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1062,2334,1606274138,1c:28:af:1f:0d:94,a6:70:72:f8:56:5e,no
1063,1007,1606277118,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1064,500,1606277662,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
1065,2484,1606280191,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
1066,8235,1606289138,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1067,319,1606289502,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1068,1382,1606290928,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1069,1652,1606292625,2e:36:f4:3b:e9:b6,1c:28:af:1f:0d:91,no
1070,2227,1606294897,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
1071,454,1606296745,dc:45:46:79:db:af,1c:28:af:1f:0d:94,no
1072,3389,1606300178,dc:45:46:79:db:af,1c:28:af:1f:0d:94,no
1073,129,1606300351,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1074,757,1606309458,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1075,129,1606309631,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
1076,418,1606310679,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,no
1077,7102,1606317826,1c:28:af:1f:0d:94,a6:70:72:f8:56:5e,no
1078,2169,1606321561,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
1079,350,1606322863,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1080,1536,1606324443,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1081,2041,1606326529,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,no
1082,60,1606326589,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,yes
1083,1749,1606336732,1c:28:af:1f:0d:94,dc:45:46:79:db:af,no
1084,5322,1606362771,1c:28:af:1f:0d:91,2e:36:f4:3b:e9:b6,no
1085,359,1606368506,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1086,2633,1606371183,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1087,344,1606371571,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1088,533,1606372149,a6:70:72:f8:56:5e,1c:28:af:1f:0d:94,no
1089,1866,1606374059,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,no
1090,61,1606374120,ba:6d:f7:23:94:aa,1c:28:af:1f:0d:91,yes
1091,793,1606376495,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,no
1092,128,1606376667,98:bd:80:4d:67:be,1c:28:af:1f:0d:94,yes
