txop_num,duration,termination_time,From,To,Ended Properly
2535,47,3124095159,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2536,47,3124097044,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2537,48,3124100348,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2538,48,3124100813,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2539,47,3124107552,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2540,130,3124111234,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:91,yes
2541,46,3124111980,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2542,47,3124113012,1c:28:af:1f:0d:91,ec:4c:8c:39:47:f2,no
2543,47,3124115750,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2544,47,3124125804,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2545,47,3124126091,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2546,47,3124128273,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2547,47,3124130549,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2548,48,3124130728,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2549,48,3124133886,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2550,51,3124136430,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2551,60,3124137607,e4:c7:67:98:f7:6f,1c:28:af:1f:0d:91,no
2552,47,3124139582,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2553,48,3124140369,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2554,47,3124142606,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2555,49,3124145730,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2556,47,3124145922,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2557,47,3124148476,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2558,47,3124150636,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2559,47,3124155512,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2560,48,3124160734,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2561,111,3124173499,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:91,yes
2562,46,3124176854,1c:28:af:1f:0d:91,ec:4c:8c:39:47:f2,no
2563,48,3124184564,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2564,46,3124204250,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2565,1007,3124205467,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:91,no
2566,293,3124205821,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:91,no
2567,392,3124206274,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:91,no
2568,451,3124206786,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:91,no
2569,415,3124207262,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:91,no
2570,370,3124207693,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:91,no
2571,142,3124207896,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,yes
2572,47,3124208885,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2573,47,3124216143,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2574,46,3124219527,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2575,47,3124221901,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2576,48,3124226694,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2577,1288,3124229903,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:91,no
2578,347,3124230311,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,yes
2579,44,3124238677,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:91,no
2580,47,3124245738,1c:28:af:1f:0d:91,ec:4c:8c:39:47:f2,no
2581,48,3124258079,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2582,61,3124258659,e4:c7:67:97:31:14,1c:28:af:1f:0d:91,no
2583,60,3124258839,e4:c7:67:97:31:14,1c:28:af:1f:0d:91,no
2584,48,3124275140,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2585,120,3124280286,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,yes
2586,111,3124316690,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:91,yes
2587,48,3124335280,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2588,48,3124341955,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2589,48,3124355354,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2590,48,3124360404,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2591,47,3124371931,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2592,47,3124376816,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2593,112,3124378186,1c:28:af:1f:0d:91,e4:c7:67:97:31:14,yes
2594,61,3124378412,e4:c7:67:97:31:14,1c:28:af:1f:0d:91,no
2595,111,3124378921,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:91,yes
2596,112,3124379188,1c:28:af:1f:0d:91,e4:c7:67:97:31:14,yes
2597,111,3124379498,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:91,yes
2598,130,3124379935,1c:28:af:1f:0d:91,e4:c7:67:97:31:14,yes
2599,112,3124380296,e4:c7:67:97:31:14,1c:28:af:1f:0d:91,yes
2600,130,3124380658,e4:c7:67:97:31:14,1c:28:af:1f:0d:91,yes
2601,47,3124381585,1c:28:af:1f:0d:91,ec:4c:8c:39:47:f2,no
2602,48,3124403487,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2603,112,3124441327,ec:4c:8c:39:47:f2,1c:28:af:1f:0d:91,yes
2604,61,3124480922,e4:c7:67:97:31:14,1c:28:af:1f:0d:91,no
2605,47,3124486734,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
2606,47,3124500217,1c:28:af:1f:0d:91,f6:1d:7c:23:62:7f,no
